slug,url,kind,status,title,high,medium,low,priority,manual_review,findings
"best-rode-podcast-mixers","/guide/best-rode-podcast-mixers","rich","not rewritten","8 Best RØDE Podcast Mixers in 2026","0","1","3","6","no","[low] R14 missing Skip if: 8/8 products ; [low] R32 marketing adjective: 3× incredible | perfect ; [medium] R5 title identical to sister site: 8 Best RØDE Podcast Mixers in 2026 ; [low] R6 formulaic title: 8 Best RØDE Podcast Mixers in 2026"
"best-tc-helicon-streaming-mixers","/guide/best-tc-helicon-streaming-mixers","rich","not rewritten","8 Best TC-Helicon Streaming Mixers in 2026","0","1","3","6","no","[low] R14 missing Skip if: 8/8 products ; [low] R32 marketing adjective: 1× perfect ; [medium] R5 title identical to sister site: 8 Best TC-Helicon Streaming Mixers in 2026 ; [low] R6 formulaic title: 8 Best TC-Helicon Streaming Mixers in 2026"
"best-rode-streaming-mixers","/guide/best-rode-streaming-mixers","rich","not rewritten","8 Best RØDE Streaming Mixers in 2026","0","1","3","6","no","[low] R14 missing Skip if: 8/8 products ; [low] R32 marketing adjective: 2× incredible | perfect ; [medium] R5 title identical to sister site: 8 Best RØDE Streaming Mixers in 2026 ; [low] R6 formulaic title: 8 Best RØDE Streaming Mixers in 2026"
"best-6-channel-with-effects-audio-mixers-for-streaming","/guide/best-6-channel-with-effects-audio-mixers-for-streaming","rich","not rewritten","8 Best 6-Channel With Effects Audio Mixers for Streaming in 2026","0","1","3","6","no","[low] R14 missing Skip if: 8/8 products ; [low] R32 marketing adjective: 6× perfect | incredible ; [medium] R5 title identical to sister site: 8 Best 6-Channel With Effects Audio Mixers for Streaming in 2026 ; [low] R6 formulaic title: 8 Best 6-Channel With Effects Audio Mixers for Streaming in 2026"
"best-audio-mixers-for-dual-pc-streaming","/guide/best-audio-mixers-for-dual-pc-streaming","rich","not rewritten","8 Best Audio Mixers for Dual-PC Streaming in 2026","0","1","3","6","no","[low] R14 missing Skip if: 8/8 products ; [low] R32 marketing adjective: 2× perfect ; [medium] R5 title identical to sister site: 8 Best Audio Mixers for Dual-PC Streaming in 2026 ; [low] R6 formulaic title: 8 Best Audio Mixers for Dual-PC Streaming in 2026"
"best-streaming-mixers-for-dual-pc-streaming","/guide/best-streaming-mixers-for-dual-pc-streaming","rich","not rewritten","8 Best Streaming Mixers for Dual-PC Streaming in 2026","0","1","3","6","no","[low] R14 missing Skip if: 8/8 products ; [low] R32 marketing adjective: 2× perfect ; [medium] R5 title identical to sister site: 8 Best Streaming Mixers for Dual-PC Streaming in 2026 ; [low] R6 formulaic title: 8 Best Streaming Mixers for Dual-PC Streaming in 2026"
"best-goxlr-streaming-mixers","/guide/best-goxlr-streaming-mixers","rich","not rewritten","8 Best GoXLR Streaming Mixers in 2026","0","1","3","6","no","[low] R14 missing Skip if: 8/8 products ; [low] R32 marketing adjective: 5× perfect | incredible | great option ; [medium] R5 title identical to sister site: 8 Best GoXLR Streaming Mixers in 2026 ; [low] R6 formulaic title: 8 Best GoXLR Streaming Mixers in 2026"
"best-blackmagic-design-video-switchers","/guide/best-blackmagic-design-video-switchers","rich","not rewritten","8 Best Blackmagic Design Video Switchers in 2026","0","1","3","6","no","[low] R14 missing Skip if: 8/8 products ; [low] R32 marketing adjective: 1× perfect ; [medium] R5 title identical to sister site: 8 Best Blackmagic Design Video Switchers in 2026 ; [low] R6 formulaic title: 8 Best Blackmagic Design Video Switchers in 2026"
"best-component-video-switchers","/guide/best-component-video-switchers","rich","not rewritten","8 Best Component Video Switchers in 2026","0","1","3","6","no","[low] R14 missing Skip if: 8/8 products ; [low] R32 marketing adjective: 1× premium quality ; [medium] R5 title identical to sister site: 8 Best Component Video Switchers in 2026 ; [low] R6 formulaic title: 8 Best Component Video Switchers in 2026"
"best-matrix-video-switchers","/guide/best-matrix-video-switchers","rich","not rewritten","8 Best Matrix Video Switchers in 2026","0","1","3","6","no","[low] R14 missing Skip if: 8/8 products ; [low] R32 marketing adjective: 1× premium quality ; [medium] R5 title identical to sister site: 8 Best Matrix Video Switchers in 2026 ; [low] R6 formulaic title: 8 Best Matrix Video Switchers in 2026"
"best-sdi-video-switchers","/guide/best-sdi-video-switchers","rich","not rewritten","8 Best SDI Video Switchers in 2026","0","1","3","6","no","[low] R14 missing Skip if: 8/8 products ; [low] R32 marketing adjective: 1× perfect ; [medium] R5 title identical to sister site: 8 Best SDI Video Switchers in 2026 ; [low] R6 formulaic title: 8 Best SDI Video Switchers in 2026"
"best-composite-video-switchers","/guide/best-composite-video-switchers","rich","not rewritten","8 Best Composite Video Switchers in 2026","0","1","3","6","no","[low] R14 missing Skip if: 8/8 products ; [low] R32 marketing adjective: 1× premium quality ; [medium] R5 title identical to sister site: 8 Best Composite Video Switchers in 2026 ; [low] R6 formulaic title: 8 Best Composite Video Switchers in 2026"
"best-analog-video-switchers","/guide/best-analog-video-switchers","rich","not rewritten","8 Best Analog Video Switchers in 2026","0","1","3","6","no","[low] R14 missing Skip if: 8/8 products ; [low] R32 marketing adjective: 1× premium quality ; [medium] R5 title identical to sister site: 8 Best Analog Video Switchers in 2026 ; [low] R6 formulaic title: 8 Best Analog Video Switchers in 2026"
"best-dehumidifiers","/guide/best-dehumidifiers","rich","not rewritten","8 Best Dehumidifiers in 2026","0","1","3","6","no","[low] R14 missing Skip if: 8/8 products ; [low] R32 marketing adjective: 1× perfect ; [medium] R5 title identical to sister site: 8 Best Dehumidifiers in 2026 ; [low] R6 formulaic title: 8 Best Dehumidifiers in 2026"
"best-dehumidifiers-for-mold-control","/guide/best-dehumidifiers-for-mold-control","rich","not rewritten","8 Best Dehumidifiers for Mold Control in 2026","0","1","3","6","no","[low] R14 missing Skip if: 8/8 products ; [low] R32 marketing adjective: 1× perfect ; [medium] R5 title identical to sister site: 8 Best Dehumidifiers for Mold Control in 2026 ; [low] R6 formulaic title: 8 Best Dehumidifiers for Mold Control in 2026"
"best-dehumidifiers-for-homes","/guide/best-dehumidifiers-for-homes","rich","not rewritten","8 Best Dehumidifiers for Homes in 2026","0","1","3","6","no","[low] R14 missing Skip if: 8/8 products ; [low] R32 marketing adjective: 1× perfect ; [medium] R5 title identical to sister site: 8 Best Dehumidifiers for Homes in 2026 ; [low] R6 formulaic title: 8 Best Dehumidifiers for Homes in 2026"
"best-dehumidifiers-for-bathrooms","/guide/best-dehumidifiers-for-bathrooms","rich","not rewritten","8 Best Dehumidifiers for Bathrooms in 2026","0","1","3","6","no","[low] R14 missing Skip if: 8/8 products ; [low] R32 marketing adjective: 1× perfect ; [medium] R5 title identical to sister site: 8 Best Dehumidifiers for Bathrooms in 2026 ; [low] R6 formulaic title: 8 Best Dehumidifiers for Bathrooms in 2026"
"best-midea-dehumidifiers","/guide/best-midea-dehumidifiers","rich","not rewritten","8 Best Midea Dehumidifiers in 2026","0","1","3","6","no","[low] R14 missing Skip if: 8/8 products ; [low] R32 marketing adjective: 4× perfect ; [medium] R5 title identical to sister site: 8 Best Midea Dehumidifiers in 2026 ; [low] R6 formulaic title: 8 Best Midea Dehumidifiers in 2026"
"best-portable-dehumidifiers","/guide/best-portable-dehumidifiers","rich","not rewritten","8 Best Portable Dehumidifiers in 2026","0","1","3","6","no","[low] R14 missing Skip if: 8/8 products ; [low] R32 marketing adjective: 1× perfect ; [medium] R5 title identical to sister site: 8 Best Portable Dehumidifiers in 2026 ; [low] R6 formulaic title: 8 Best Portable Dehumidifiers in 2026"
"best-50-pint-dehumidifiers","/guide/best-50-pint-dehumidifiers","rich","not rewritten","8 Best 50-Pint Dehumidifiers in 2026","0","1","3","6","no","[low] R14 missing Skip if: 8/8 products ; [low] R32 marketing adjective: 6× incredible | amazing ; [medium] R5 title identical to sister site: 8 Best 50-Pint Dehumidifiers in 2026 ; [low] R6 formulaic title: 8 Best 50-Pint Dehumidifiers in 2026"
"best-dehumidifiers-for-bedrooms","/guide/best-dehumidifiers-for-bedrooms","rich","not rewritten","8 Best Dehumidifiers for Bedrooms in 2026","0","1","3","6","no","[low] R14 missing Skip if: 8/8 products ; [low] R32 marketing adjective: 1× perfect ; [medium] R5 title identical to sister site: 8 Best Dehumidifiers for Bedrooms in 2026 ; [low] R6 formulaic title: 8 Best Dehumidifiers for Bedrooms in 2026"
"best-frigidaire-dehumidifiers","/guide/best-frigidaire-dehumidifiers","rich","not rewritten","8 Best Frigidaire Dehumidifiers in 2026","0","1","3","6","no","[low] R14 missing Skip if: 8/8 products ; [low] R32 marketing adjective: 1× perfect ; [medium] R5 title identical to sister site: 8 Best Frigidaire Dehumidifiers in 2026 ; [low] R6 formulaic title: 8 Best Frigidaire Dehumidifiers in 2026"
"best-hisense-dehumidifiers","/guide/best-hisense-dehumidifiers","rich","not rewritten","8 Best Hisense Dehumidifiers in 2026","0","1","3","6","no","[low] R14 missing Skip if: 8/8 products ; [low] R32 marketing adjective: 1× perfect ; [medium] R5 title identical to sister site: 8 Best Hisense Dehumidifiers in 2026 ; [low] R6 formulaic title: 8 Best Hisense Dehumidifiers in 2026"
"best-dehumidifiers-with-drain-hoses","/guide/best-dehumidifiers-with-drain-hoses","rich","not rewritten","8 Best Dehumidifiers With Drain Hoses in 2026","0","1","3","6","no","[low] R14 missing Skip if: 8/8 products ; [low] R32 marketing adjective: 3× excellent choice | perfect ; [medium] R5 title identical to sister site: 8 Best Dehumidifiers With Drain Hoses in 2026 ; [low] R6 formulaic title: 8 Best Dehumidifiers With Drain Hoses in 2026"
"best-ge-dehumidifiers","/guide/best-ge-dehumidifiers","rich","not rewritten","8 Best GE Dehumidifiers in 2026","0","1","3","6","no","[low] R14 missing Skip if: 8/8 products ; [low] R32 marketing adjective: 3× perfect ; [medium] R5 title identical to sister site: 8 Best GE Dehumidifiers in 2026 ; [low] R6 formulaic title: 8 Best GE Dehumidifiers in 2026"
"best-santa-fe-dehumidifiers","/guide/best-santa-fe-dehumidifiers","rich","not rewritten","8 Best Santa Fe Dehumidifiers in 2026","0","1","3","6","no","[low] R14 missing Skip if: 8/8 products ; [low] R32 marketing adjective: 1× perfect ; [medium] R5 title identical to sister site: 8 Best Santa Fe Dehumidifiers in 2026 ; [low] R6 formulaic title: 8 Best Santa Fe Dehumidifiers in 2026"
"best-small-dehumidifiers","/guide/best-small-dehumidifiers","rich","not rewritten","8 Best Small Dehumidifiers in 2026","0","1","3","6","no","[low] R14 missing Skip if: 8/8 products ; [low] R32 marketing adjective: 1× perfect ; [medium] R5 title identical to sister site: 8 Best Small Dehumidifiers in 2026 ; [low] R6 formulaic title: 8 Best Small Dehumidifiers in 2026"
"best-desiccant-dehumidifiers","/guide/best-desiccant-dehumidifiers","rich","not rewritten","8 Best Desiccant Dehumidifiers in 2026","0","1","3","6","no","[low] R14 missing Skip if: 8/8 products ; [low] R32 marketing adjective: 4× perfect ; [medium] R5 title identical to sister site: 8 Best Desiccant Dehumidifiers in 2026 ; [low] R6 formulaic title: 8 Best Desiccant Dehumidifiers in 2026"
"best-dehumidifiers-for-rooms","/guide/best-dehumidifiers-for-rooms","rich","not rewritten","8 Best Dehumidifiers for Rooms in 2026","0","1","3","6","no","[low] R14 missing Skip if: 8/8 products ; [low] R32 marketing adjective: 1× perfect ; [medium] R5 title identical to sister site: 8 Best Dehumidifiers for Rooms in 2026 ; [low] R6 formulaic title: 8 Best Dehumidifiers for Rooms in 2026"
"best-energy-star-dehumidifiers","/guide/best-energy-star-dehumidifiers","rich","not rewritten","8 Best Energy Star Dehumidifiers in 2026","0","1","3","6","no","[low] R14 missing Skip if: 8/8 products ; [low] R32 marketing adjective: 7× perfect | incredible | amazing ; [medium] R5 title identical to sister site: 8 Best Energy Star Dehumidifiers in 2026 ; [low] R6 formulaic title: 8 Best Energy Star Dehumidifiers in 2026"
"best-dehumidifiers-for-large-rooms","/guide/best-dehumidifiers-for-large-rooms","rich","not rewritten","8 Best Dehumidifiers for Large Rooms in 2026","0","1","3","6","no","[low] R14 missing Skip if: 8/8 products ; [low] R32 marketing adjective: 3× perfect ; [medium] R5 title identical to sister site: 8 Best Dehumidifiers for Large Rooms in 2026 ; [low] R6 formulaic title: 8 Best Dehumidifiers for Large Rooms in 2026"
"best-70-pint-dehumidifiers","/guide/best-70-pint-dehumidifiers","rich","not rewritten","8 Best 70-Pint Dehumidifiers in 2026","0","1","3","6","no","[low] R14 missing Skip if: 8/8 products ; [low] R32 marketing adjective: 2× excellent choice | perfect ; [medium] R5 title identical to sister site: 8 Best 70-Pint Dehumidifiers in 2026 ; [low] R6 formulaic title: 8 Best 70-Pint Dehumidifiers in 2026"
"best-dehumidifiers-for-basements","/guide/best-dehumidifiers-for-basements","rich","not rewritten","8 Best Dehumidifiers for Basements in 2026","0","1","3","6","no","[low] R14 missing Skip if: 8/8 products ; [low] R32 marketing adjective: 6× incredible | amazing ; [medium] R5 title identical to sister site: 8 Best Dehumidifiers for Basements in 2026 ; [low] R6 formulaic title: 8 Best Dehumidifiers for Basements in 2026"
"best-dehumidifiers-for-crawl-spaces","/guide/best-dehumidifiers-for-crawl-spaces","rich","not rewritten","8 Best Dehumidifiers for Crawl Spaces in 2026","0","1","3","6","no","[low] R14 missing Skip if: 8/8 products ; [low] R32 marketing adjective: 2× perfect ; [medium] R5 title identical to sister site: 8 Best Dehumidifiers for Crawl Spaces in 2026 ; [low] R6 formulaic title: 8 Best Dehumidifiers for Crawl Spaces in 2026"
"best-dehumidifiers-for-garages","/guide/best-dehumidifiers-for-garages","rich","not rewritten","8 Best Dehumidifiers for Garages in 2026","0","1","3","6","no","[low] R14 missing Skip if: 8/8 products ; [low] R32 marketing adjective: 3× perfect ; [medium] R5 title identical to sister site: 8 Best Dehumidifiers for Garages in 2026 ; [low] R6 formulaic title: 8 Best Dehumidifiers for Garages in 2026"
"best-dehumidifiers-for-rvs","/guide/best-dehumidifiers-for-rvs","rich","not rewritten","8 Best Dehumidifiers for RVs in 2026","0","1","3","6","no","[low] R14 missing Skip if: 8/8 products ; [low] R32 marketing adjective: 1× perfect ; [medium] R5 title identical to sister site: 8 Best Dehumidifiers for RVs in 2026 ; [low] R6 formulaic title: 8 Best Dehumidifiers for RVs in 2026"
"best-dehumidifiers-for-attics","/guide/best-dehumidifiers-for-attics","rich","not rewritten","8 Best Dehumidifiers for Attics in 2026","0","1","3","6","no","[low] R14 missing Skip if: 8/8 products ; [low] R32 marketing adjective: 2× perfect ; [medium] R5 title identical to sister site: 8 Best Dehumidifiers for Attics in 2026 ; [low] R6 formulaic title: 8 Best Dehumidifiers for Attics in 2026"
"best-dehumidifiers-for-basements-with-drain-hoses","/guide/best-dehumidifiers-for-basements-with-drain-hoses","rich","not rewritten","8 Best Dehumidifiers for Basements With Drain Hoses in 2026","0","1","3","6","no","[low] R14 missing Skip if: 8/8 products ; [low] R32 marketing adjective: 3× excellent choice | perfect ; [medium] R5 title identical to sister site: 8 Best Dehumidifiers for Basements With Drain Hoses in 2026 ; [low] R6 formulaic title: 8 Best Dehumidifiers for Basements With Drain Hoses in 2026"
